nama_pengguna,tanggal,ulasan,label_sentimen,nama_layanan kesehatan
Chef Gaming182.,3 bulan lalu,"Satpam M Aris walaupun orang kebingungan karena banyak yg tanya so far good attitude beliau.
Loket 6 namanya bu tanti bagus pelayanan.
Orang fotokopi judes banget di tanya dan kasih informasi cuma suruh di sana"" Doang, ga kasih penjelasan dll
Loket 5 juga. Kamu itu hospitality yaa bok yg kalem lo ngadapin pasien, semua pasti riweh dgn pressure begitu, di tanya puluhan orang pasti nya capek, pusing tp ya yg kalem lah.
Lantai 3 ruangan ibu anak ya, good semua dah.
Ibu indah. Keren kasih penjelasan nya jelas dan ramah, murah senyum.
Dr desak very good.
Sementara kasih 1 bintang karena banyak equipment, dinding dll yg butuh repairing",positif,RS Rato Ebu
imam aldric,4 bulan lalu,"Selamat pagi management RSUD syarifah ambami, untuk pelayanannya sudah cukup bagus, tp masih ada beberapa oknum pelayanannya jauh dr harapan salah satunya A/N mochlis td dia jaga di pendaftaran pengambilan nomer antrian, pelayanannya jauh dr harapan dan sangat mengecewakan, tolong untuk management di evaluasi dan kasih pemahaman yg lebih baik lagi dalam memberi pelayanan yg baik. Atas perhatiannya saya ucapkan terima kasih, salam sehat untuk kita semua, terus berbenah untuk lebih baik lagi dalam memberikan pelayanan ke masyarakat. Sekalali lagi Saya minta tolong ybs bener-bener di evaluasi kasian pasien / masyarakat yg mau berobat.",positif,RS Rato Ebu
Rika Noviana,5 bulan lalu,Dalam pelayanan pasien bagus dokternya bisa melayani dengan baik semua bidan juga baik dalam menangani bayinya dalam pelaksanaan operasinya juga bagus berjalan lancar di ruangan ini juga fasilitasnya bagus nah ini di ruangan Camelia ini juga bagus ya terima kasih.,positif,RS Rato Ebu
Sumrati Atik,3 bulan lalu,"Jalaluddin Akbar, ruangan edelweiss, dr Mega, pelayanan.a menurut saya sangat bagus,semua perawat.a baik dan Ramah, selama 3 hari sya di perlakukan sangat dengan baik, begitu Pun juga dokter Mega semoga ttp spt sekarang baik, ramah dan bisa di katakan dg the best",positif,RS Rato Ebu
Putra Ayu,5 bulan lalu,"Alhamdulillah... Saya ayu sahara ,setalah dirawat di ruangan kamar Camelia RSUD Bangkalan kondisi saya membaik,dan dokter nya sangat ramah.
Perawatnya baik2 dan selalu mengasih semangat memberi dampak baik bagi pasien seperti saya.. terimakasih buat semua perawat dan dokter yg menangi saya.",positif,RS Rato Ebu
,,,,RS Rato Ebu
Samsung Pbun,2 bulan lalu,"An. Ahmad Abdi Jani, Ruang Anak (E) kami mengucapakan banyak terimakasih pada semua petugas yg sudah merawat anak saya, pelayanannya alahamdulillah cukup sempurna, dan saya puas anak pulang swmbuh",positif,RS Rato Ebu
Fatir Kamaluddin,4 bulan lalu,"Saya ibu by. Ny. Haniyeh, terimakasih Ruang Melati sudah merawat anak saya sampai anak saya pulang sembuh sehat. Pelayanannya sangat memuaskan dan perawatnya ramah ramah. Terimakasih ruang Melati.",positif,RS Rato Ebu
Novi Indriani,5 bulan lalu,Pengalaman saya pernah ada di ICU Tulip sangat mengesankan baik dari segi penanganan maupun fasilitas yang diberikan. Begitu pula dengan keramahan perawat dan penanganan yang cepat dari para perawat di ICU Tulip sangat memuaskan. Semua keluhan yang dihadapi direspon dan dilakukan tindakan sesuai dengan keluhan yang diberikan,positif,RS Rato Ebu
Bapak Kumis,3 bulan lalu,"Saya keluarga dari bapak sudi pasien rawat inap kamar bougenvil
Perawatan nya sangat memuaskan
Dan pelayanannya juga sangat ramah",positif,RS Rato Ebu
Muhammad Matra'i,3 bulan lalu,"Saya Nurul Hasanah dari desa Tragah dirawat diruang Camelia,menurut saya pelayanannya disini ramah baik dokternya Bu nur waki'ah melayanin dengan baik dan baguss bidannya di Bangkalan baik² semuaa dan melaksanakan dengan baikkk",positif,RS Rato Ebu
Pengemis Buta,2 bulan lalu,"Mertua saya atas nama ibu sumairah di rawat di ruangan Camelia Alhamdulillah
RSUD syarifa AmbaniRato Ebuh
Dengan sigap untuk tim medisnya juga ramah ramah dan sopan",positif,RS Rato Ebu
Al Fia,sebulan lalu,Bayi saya di rawat ruang melati.alkhamdullilah sembuh dan SHT walafiat.saya merasa puas banget dengan pelayanan di rumah sakit melati perawatnya baik.,positif,RS Rato Ebu
Annisa Faradila,2 bulan lalu,"Saya keluarga pasien dari anak bernama Safira dari ruangan edelweis perawat nya sangat profesional baik dan ramah, dan juga Terima kasih kepada dokter fitri atas pelayanannya",positif,RS Rato Ebu
Nur Hasanah,sebulan lalu,"Al hamdulillah selama ada di rumah sakit Syarifah Ambami rato ebu Bangkalan di ruangan Lily ruangannya bersih dan fasilitasnya lengkap , kemudian pelayanan nya sangat baik dan perawat nya ramah sekali semoga mkin maju dan bisa menolong masyarakat dalam kesehatan",positif,RS Rato Ebu
Qurrotu Aini,4 bulan lalu,"Saya ibu by.ny.qurrotu Aini,,terimakasih Ruang Melati sudah merawat anak saya sampai anak saya sembuh sehat. Pelayanannya sangat memuaskan,, perawatnya sangat ramah ramah. Terimakasih ruang bayi/ ruang Melati",positif,RS Rato Ebu
Muhlis Abdul,setahun lalu,"Saya bapak dari Moh Edwin di rawat di ruang edelwis buat dokter dan perawatnya sungguh luar biasa perawatannya
Yang sudah merawat anak saya selama sakit sesak nafas
Dan terimakasih buat dr indah sulistyani sp.A atas kontrolannya selama ini
Sekali lagi terimakasih banyak",positif,RS Rato Ebu
Moch Rian,2 bulan lalu,Bayi saya di rawat di ruang melati dengan petugas dan pelayanan yg ramah dan baik hingga sehat. Terimakasih untuk seluruh tim terkait RSUD syamrabu Bangkalan.,positif,RS Rato Ebu
Berby Viaa,sebulan lalu,Saya dari kluarga ibu hj sofiyeh di rawat di ruang Flamboyan Alhamdulillah perilaku dokter dan suster baik'' semuaaa pelayanannya juga baik trimakasih untuk semuanyaa,positif,RS Rato Ebu
Elyana Sulistyaningsih,3 bulan lalu,"Saya saudara ny Yeni dr jeddih yg melahirkan d ruang Camelia
Fasilitas d RSUD Alhamdulillah pelayanannya bagus k depannya semoga menjadi inspirasi rumah sakit yg lain",positif,RS Rato Ebu
Inal Zain08,2 minggu lalu,"Ibu kholisah ,alamat modung,melahirkan di ruang camelia
Dengan penilaian sangat baik dan penanganannya cepat dan perawatnya sangat ramah,,,",positif,RS Rato Ebu
Kholis,9 bulan lalu,"Pelayanan prima luar biasa.
Keluarga kami opname di ruang Kardio dan mendapatkan pelayanan ramah senyum dan sigap 24 jam.
Semua terlayani dengan baik namun harus sesuai prosedur dan SOP pelayanan.
Lanjutkan mbak dan mas petugas kesehatan serta petugas penunjang. Kalian luar biasa
Terima kasih atas pelayanan yg luar biasa ini",positif,RS Rato Ebu
Sofyan 86,3 bulan lalu,"Alhamdulillah pelayanannya ramah n bagus n anak saya kembali sehat trimakasih Semuannya.
Nama pasien: Muhhammad Dani Azka
Ruang IRNA E.
Ruang perawatan Antara 4.",positif,RS Rato Ebu
Misbahul Choir,3 bulan lalu,"Saya suami ny. Desy dari burneh, yang operasi melahirkan di ruang camelia
Alhamdulilah pelayanan d ruang camelia sangat memuaskan,ramah dan pelayanan d RSUD SYAMRABU sangat baik,semoga kedepannya lebih baik lagi",positif,RS Rato Ebu
i'am waleed abdi 47,sebulan lalu,"Alhamdulillah istri saya (lailatussholihah) telah lahir di rumah sakit ini dengan selamat karena pelayanannya sangat bagus cepat sopan, terimakasih rsud syarifah",positif,RS Rato Ebu
Junia Jhufhe,2 bulan lalu,"Saya dari Keluarga Pasien A. N Saimah, dirawat di Ruang ICU,,,, di ICU semua bersih, perawat semua ramah, dan sangat membantu,,, Dr, semua baik... Terimakasih.... Alhamdulillah bisa Kluar selamat dari ICU",positif,RS Rato Ebu
Marzuki Abdi,4 bulan lalu,"Saya dari keluarga pasien nadira putri abdi
Sangat puas dengan pelayann ICU tulip perawatnya sngat baik ramah dan tanggap....apalagi dokternya....dn buat suster heni dan tria sangat suka sekli....terimakasih ibu dokter dn suster2...",positif,RS Rato Ebu
Dyah ayu Pamungkas,6 bulan lalu,"Anak saya. Atas nama Arif putra pratama di rawat di kamar edelweis, pelayanannya benar"" bagus, kenyamanannya untuk pasien benar"" bagus, terimakasih banyak buat pemerintah dan staf"" RS Syarifah Ambami ratuebuh",positif,RS Rato Ebu
,,,,RS Rato Ebu
Jamilah 112,2 bulan lalu,"Saya NY siti jamilah dr kamal oprasi melahirkan ruang kamela
Pelayanan ramah sopan, bagus bgt.... Masih dpt foto dan akte gratis. Mksh rumah sakit syamrabu bangkalan",positif,RS Rato Ebu
Irwan Es,2 bulan lalu,"Istri saya badriyah melahirkan di ruang camelia : perawat baik,, ruanganya bagus
Makanannya enek,, kok dok ternya baik ,,",positif,RS Rato Ebu
Isti Nurhalizah,3 bulan lalu,"bibi saya , atas nama ibu hindun d rawat di ruang camelia, pelayanan nya bagus, dokter nya ramah, ruangan nya sangat baik memadai, semua pelayanan nya sangatt memuaskan",positif,RS Rato Ebu
Nurul Hidayah,5 bulan lalu,Alhamdulillah saya Lahiran anak kedua Di RSUD Syamrabu sangat memuaskan pelayanannya. Baik dokter maupun Bidannya Ramah* orangnya... Semoga saya Cepet sembuh Amien,positif,RS Rato Ebu
Mai Saroh,2 bulan lalu,Saya ibu Maisaroh orang tua dari anak Muhammad Manaf Dari Pejagan Bangkalan yg di rawat di ruang Iran e edelwas lntai 3 mengucapkan trimaksih atas pelayanan yg di berikan sangat memuaskan dan petugas sangat ramah dan cepat.....semoga sehat selalu,positif,RS Rato Ebu
Afi Mua,3 bulan lalu,"Sy muafi paman dari an.daniel / 4 th / Kwanyar yg dirawat di ruang edelwaise selama 7 hari
Pelayanan sangat memuaskan dan tanggap cepat
Trimksih kepada perawat edelwaise semoga selalu sehat senantiasa dlm lindungan Allah SWT
Aamiin",positif,RS Rato Ebu
Erni Saputri,sebulan lalu,Saya keluarga tn munir operasi d bougenvile kamar 5 ngamar tgl 10 maret 2025 oleh dr yusfik..pelayanan d ruangan sangat baik dan juga bersih,positif,RS Rato Ebu
Mohammadd Hisam,3 bulan lalu,Saya ibu sunarti orang tua dari an.nabila lailatul hasanah yg di rawat di ruang edelwaise trimakasih atas pelYanan yg diberikan perawat ramah sigap...trimkasih semoga sehat selalu,positif,RS Rato Ebu
Amalia Sofianti,3 bulan lalu,Alhamdulillah ya Allah ananda calvin sdh melewati masa kritis di ICU RS BANGKALAN selama 13 hari terima kasih suster2 perawat yg sdh merawat ananda calvin dengan penuh kesabaran dan pelayanan luar biasa bagus terutama untuk Dr. INDRA Dr. BERNARD Dr. MAKMUN MAKASIH SDH MENGOBATI ANANDA CALVIN SUKSES SLALU UNTUK TIM ICU RS BANGKALAN KOMPAK SLALU DALAM MENGOBATI JIWA2 YG MEMBUTUHKAN PERTOLONGAN,positif,RS Rato Ebu
Filda,3 bulan lalu,Sy hj.komariyah dari sepuluh cucu sy opname di r.irna e lantai 3 atas nama nabila/11buln dirawat selama 3 hari Alhamdulillah sembuh trimksih atas pelayanan yg bagus cepet dan tanggap semoga sehat semua petugas,positif,RS Rato Ebu
Lela Lela,setahun lalu,Pelayanan bagus dokter dan perawatnya bagus mantep. Cuman saran druang kontrol pasien mungkin kurang sirkulasi udaranya agak panas,positif,RS Rato Ebu
Jajang Nurjaman,5 bulan lalu,"Saya keluarga dr Umaroh di rawat di ruang Flamboyan, pengalaman saya perawatnya baik semuwa, sopan2 dan ramah2 dan dokter andrenya juga sangat baik , juga sangat menghibur ke pasiennya, hingga cepat sembuh dan bisa pulang sekarang, Alhamdulillah",positif,RS Rato Ebu
,,,,RS Rato Ebu
Bu Mita Asmita Ittari,5 bulan lalu,"Nama saya Asmi Ittari, saya adalah pasien di ruangan Camelia Nifas lantai 3 nomer 4. Alhamdulillah, saya sangat puas dengan fasilitas dan pelayanan yang ada disini. Ruangnya bersih, nyaman dan fasilitas ruangan lengkap, kebersihan sangat terjaga. Pelayanan semua tim medis mulai dari dokter, bidan, dll sangat ramah dan sangat baik. Jatah makan tidak pernah telat dan makanan yang di sajikan enak dan bergizi.",positif,RS Rato Ebu
,,,,RS Rato Ebu
Mas Bidy,5 bulan lalu,"Saya ibu by.ny.Dina, terimakasih ruang Melati sudah merawat anak saya sehingga anak saya pulang sembuh. Oelayanannya sangat memuaskan dan perawatnya ramah2. Terimakasih Ruang Melati",positif,RS Rato Ebu
Susi,3 bulan lalu,"Saya keluarga Ny. Susi dari Arosbaya yang Operasi melahirkan di ruang camilia
Untuk pelayanannya sangat baik dan perawat nya juga ramah dan peduli pada pasiennya dan untuk fasilitas nya sangat baik",positif,RS Rato Ebu
Uuk'z Piigerr'zz,3 bulan lalu,"Saya suami ny husnul dr trageh yg operasi melahirkan di ruang camelia
Pelayanan nya sangat luar biasa telaten ke pasien
Fasilitas nya juga lumayan sangat lengkap dan higienis",positif,RS Rato Ebu
hanie tartiela,4 bulan lalu,"Bayi dirawat di ruang neonatus
Pre dan pasca operasi
Alhamdulillah pelayanan baik dan cepat tanggap
Perawat ramah dan informatif
Semoga RSUD syamrabu bisa lebih berkah dan bermanfaat khususnya untuk masyarakat Bangkalan dan Madura",positif,RS Rato Ebu
Mathari Jaya,sebulan lalu,"An. Imam Ubaidillah R.Anak Edelweis, saya sebagai bapaknya mengucapkan banyak trimkasih atas pelayanan yg diberikan oleh petugas semoga Allah yg balas kebaikan dan kihlasan petugas ruang anak",positif,RS Rato Ebu
Mohammad Ilhammaulana,5 bulan lalu,"An. M. Ilham Ruang Edelweis
Kami klg pasen mengucapkan terimakasih atas pelayanan n perawatan d ruang anak edelweis, kamu puas dengan pelayanannya. Anak kami sudah sehat n sembuh",positif,RS Rato Ebu
Afryan Hasani,setahun lalu,"Jujur untuk pelayanannya super duper bagus,kemaren kakek angkat dirujuk kerumah sakit ini, walaupun pakai BPJS tapi pelayanan bagus,tidak ada yg dibeda-bedakan, meskipun nyawanya udh ga ketolong tapi dari segi pelayanan dan perawatan bagus, tidak lepas dari komentar positif ini ttp tingkatkan 🤍",positif,RS Rato Ebu
Nurul Haromain,5 bulan lalu,"Saya Nurul Inayah Rawat inap nya di kamar Camelia, Pelayanan nya Bagus dan Ramah, Suster nya baik2 dan sopan, dapat jatah makan sehari 3x isian nya sehat2 ada sayuran nya juga, Semoga tambah kedepan nya tambah maju sukses slalu, AmiiiiiiinnDan makasih banyak atas pelayanan nya",positif,RS Rato Ebu
Fasya,sebulan lalu,Terima kasih telah merawat anak kami dengan baik.saya menilai rumah sakit ini sangat baik dari pelayanan dan tempatnya sangat bersih.perawatnya sangat baik dan ramah,positif,RS Rato Ebu
Deviana Putri,3 bulan lalu,Syarat bapak hodry ayah kandung an.deviana/3th dari dan.mandapah kokop sudah di rawat di ruang edelwaise selama 3 hari bahwa sy puas dengan pelayanan Krn tanggap dan cepat baik perawat maupun dokter trimksih,positif,RS Rato Ebu
Imam Fauzi,2 bulan lalu,"Saya suami ny anis dari tragah yang operasi melahirkan di ruang camelia
Untuk pelayanan di RSUD bangkalan sangat baik dan petugas dan dokter serta perawatnya sangat ramah-ramah
Terima kasih atas pelayanan baiknya",positif,RS Rato Ebu
Jamal Nana,sebulan lalu,"Saya suimya juhairiya yg oprasi di ruang kamiliyya..,,
Alhamdulillah oprasinya berjalan degan lancar dan saya sangat puas degan pelayananya,,,",positif,RS Rato Ebu
Taufik Hidayat,4 bulan lalu,sya dari keluarga ny.rasiti mengucapkan terima kasih atas pelayanan di itu selama 6hari merawat ibu sya..perawat nya baik dan cekatan dan dokter nya baik..,positif,Puskesmas kamal
Adek Rahma,5 bulan lalu,"Saya keluarga dari an. Nur Afifah yang di rawat di ruang anak ingin menyampaikan bahwa pelayanan yang ada di ruang anak sangat baik (dokter, perawat dan kebersihannya)",positif,Puskesmas kamal
Nadiatun maulidia,4 bulan lalu,"Nama :nadiatul mauludiah Dirawat dikamar camelia Pelayanannya bagus banget dirawat dengan baik poll sampek sembuh ,pola makan dikasih dengan rutin",positif,Puskesmas kamal
joy boy,sebulan lalu,saya keluarga dari keluarga riadul jannah di rawat di ruangan lily pelayanan sangat ramah baik bagus dan cepat,positif,Puskesmas kamal
Kam Pong,sebulan lalu,"Sangat kurang bagus, dlm menunggu hasil lab untuk menegakkan diagnosis, hasil lab hrs nunggu 1 Minggu bg pengguna JKN, sedang pasien sudah menunggu hasil diagnosa untuk tindakan selanjutnya, JD masih kalah jauh dg rs lainnya diwilayah Jatim.",negatif,Puskesmas kamal
son haji,11 bulan lalu,"Pelayanannya lama bangetttttttttttt, mau pulang aja nunggunya seharian Gk like Nunggu obat aja sampe 2x jam besuk  Gk lagi lagi dahhhh …",negatif,Puskesmas kamal
imam aldric,4 bulan lalu,"Selamat pagi management RSUD syarifah ambami, untuk pelayanannya sudah cukup bagus, tp masih ada beberapa oknum pelayanannya jauh dr harapan salah satunya A/N mochlis td dia jaga di pendaftaran pengambilan nomer antrian, pelayanannya jauh dr harapan dan sangat mengecewakan, tolong untuk management di evaluasi dan kasih pemahaman yg lebih baik lagi dalam memberi pelayanan yg baik. Atas perhatiannya saya ucapkan terima kasih, salam sehat untuk kita semua, terus berbenah untuk lebih baik lagi dalam memberikan pelayanan ke masyarakat. Sekalali lagi Saya minta tolong ybs bener-bener di evaluasi kasian pasien / masyarakat yg mau berobat.",negatif,Puskesmas kamal
zahra ruskin,3 bulan lalu,"Klo sakit dalem tidak direkomendasi kan ke rumah sakit ini adek saya sudah cek lap sudah rongsem jantungnya bengkak,auto imun, di bawa ke rumah sakit ini katanya paru"" sama lambung minta surat rujukan gak di kasih blasss",negatif,Puskesmas kamal
rifah ifah,setahun lalu,"Pengalaman saya sii bukan Kepada perawat atau dr. Nya tpii sya bru aja nerima pengalaman yg ga enak dri slah satu fasilitas rsud yaitu dri marbot masjid rsud.... Pagi ini sya nganter bibi sya chek pasca cs .. saya dan kk sya bersma anak2 kmi menunggu dimasjid . Kami cmn numpang duduk ... Tpi krna kamar mandi kotor bekas jejak kaki org yg keluar masuk toilet masjid kk sya yg lgi gendong anaknya kluar dri toilet mlaah disuruh bersihin (siram) lantai toilet krna jejak kaki itu ..... kami diusir oleh marbot itu dia bilang ""pindah bu jgn disini masjid sya jadi kotor"" boleh periksa cctv di hari senin 4 des 2023 pukul 10:00 pagi... Apa ada sya dan kk sya ngotorin masjidd.... Tlong dong untuk rsud pekerjakan org yg bener, jgn kmu gaji org yg males itu jelas2 tugas dia sebagai marbot mesjid ... sya ga terima diperlakukan sprti itu. marbotnya juga bilang ""kesadaran sndiri"" klo emang kesadaran sndiri ga usahh ada marbot mesjid,...gmana pun juga masjid itu slah satu fasilitas rsud...",negatif,Puskesmas kamal
alim sby,2 minggu lalu,"Pengalaman Sangat Buruk Pelayanan Terlalu Lama, Antrian Dari Pagi Sampaiy Siang belum Ditangani",negatif,Puskesmas kamal
imroatul mufidah,4 bulan lalu,Rumah sakit tai!! Dokternya jarang ngecek.. susternya asal ngasih obat tanpa dikasih tau obat apanya! Miris bgt yaa rumah sakit gede bgitu modelannya,negatif,Puskesmas kamal
lutfiya azizah,4 bulan lalu,"Pelayanan RSnya sangat bagus tp satpamnya gak bisa ngerti situasi, ortu saya lg butuh saya tp saya terus terusan gk boleh masuk padahal sdh izin baik baik, tlng yaa dievaluasi seluruh satpamnya terutama yg jaga di pintu masuk belakang. Nyawa ortu saya gk bisa ditukar dg apapun.",negatif,Puskesmas kamal
lutfi linda yani,6 bulan lalu,"Untuk pelayanan perawat cukup baik, tpi tidak untuk Cleaner dan satpamnya, ga ada bersih²nya, ga ada halus²nya, cukup sekali aja ke RS ini.",negatif,Puskesmas kamal
jefry arrazzak,4 bulan lalu,Pelayanan kurang bahkan GK jelas perawat nya alhasil anak q tidak tertolong nyesel pernah masuk RS ini,negatif,Puskesmas kamal
